Identifier	Synonym
Cre09.g407850	
Cre09.g393600	
Cre09.g394325	ELIP3
Cre09.g397095	
Cre09.g400923	FAP28
Cre09.g409600	
Cre09.g396363	TIM14
Cre09.g389089	CNX5
Cre09.g388726	
Cre09.g386800	
Cre09.g388949	
Cre09.g391615	
Cre09.g398363	
Cre09.g399450	
Cre09.g391900	TRXH2
Cre09.g402775	
Cre09.g388550	MRPL21
Cre09.g391838	
Cre09.g397200	CCT6
Cre09.g408626	
Cre09.g386167	
Cre09.g415800	
Cre09.g402212	
Cre09.g388350	MMP11
Cre09.g400441	
Cre09.g397950	
Cre09.g392653	
Cre09.g398554	
Cre09.g386747	
Cre09.g389001	
Cre09.g407120	
Cre09.g402256	
Cre09.g386131	
Cre09.g416583	
Cre09.g394547	
Cre09.g413850	
Cre09.g417076	
Cre09.g390800	
Cre09.g391400	
Cre09.g405002	
Cre09.g392245	DPM3
Cre09.g388171	
Cre09.g409000	
Cre09.g386735	DLA1
Cre09.g405106	
Cre09.g390615	FAP12
Cre09.g398771	
Cre09.g387949	
Cre09.g397364	
Cre09.g395150	MKP3
Cre09.g407750	CGL130
Cre09.g402600	
Cre09.g386450	
Cre09.g395000	
Cre09.g400664	
Cre09.g390838	
Cre09.g387356	
Cre09.g399326	MCP3
Cre09.g394700	RNZ1
Cre09.g395250	FAP36
Cre09.g403850	
Cre09.g392097	
Cre09.g410750	NII1
Cre09.g396213	PSBO
Cre09.g389250	AOF1
Cre09.g416650	
Cre09.g405450	
Cre09.g387450	OPR37
Cre09.g401441	
Cre09.g392171	
Cre09.g401850	
Cre09.g409951	
Cre09.g400700	
Cre09.g395436	
Cre09.g394510	
Cre09.g388208	
Cre09.g397993	FAP201
Cre09.g389208	
Cre09.g401150	
Cre09.g390150	
Cre09.g387750	
Cre09.g393469	
Cre09.g413123	
Cre09.g414626	
Cre09.g406432	
Cre09.g402367	
Cre09.g394400	
Cre09.g405900	
Cre09.g398438	
Cre09.g411400	MOT45
Cre09.g401886	
Cre09.g392542	hlm7
Cre09.g387134	
Cre09.g410087	
Cre09.g389850	
Cre09.g415350	
Cre09.g387726	AST1
Cre09.g392900	
Cre09.g400404	
Cre09.g386400	FAP124
Cre09.g401450	
Cre09.g414700	
Cre09.g414300	
Cre09.g410850	NRT2.1
Cre09.g407400	
Cre09.g397179	OPR13
Cre09.g396350	
Cre09.g412803	CGL88
Cre09.g396250	VTE5
Cre09.g391150	
Cre09.g396883	
Cre09.g389134	
Cre09.g392250	OTU5
Cre09.g396700	ACK1
Cre09.g392877	
Cre09.g393173	ELI2
Cre09.g406000	BPL1
Cre09.g397216	
Cre09.g386600	
Cre09.g389950	OAT1
Cre09.g398800	CSB36
Cre09.g398500	
Cre09.g388650	CYG29
Cre09.g389450	
Cre09.g387950	
Cre09.g392951	
Cre09.g416309	
Cre09.g396102	
Cre09.g399513	
Cre09.g414200	VPS26
Cre09.g390319	
Cre09.g414951	
Cre09.g417000	
Cre09.g393700	MMP3
Cre09.g387578	
Cre09.g398650	
Cre09.g398586	
Cre09.g406150	
Cre09.g403219	RPB5
Cre09.g392282	DHC2
Cre09.g399911	CDC20
Cre09.g414750	ELG33
Cre09.g388352	
Cre09.g406100	
Cre09.g395769	FAP177
Cre09.g402800	
Cre09.g396438	
Cre09.g397512	HSPBP1
Cre09.g396772	mmp18
Cre09.g386749	
Cre09.g401701	
Cre09.g393913	
Cre09.g400997	
Cre09.g392350	CGLD37
Cre09.g401022	UXE
Cre09.g402300	ASA8
Cre09.g396950	
Cre09.g395850	
Cre09.g412700	
Cre09.g402701	
Cre09.g396549	
Cre09.g400516	
Cre09.g408200	SRS4
Cre09.g403500	
Cre09.g389578	PSBP5
Cre09.g400256	
Cre09.g408550	
Cre09.g387801	
Cre09.g400738	
Cre09.g408851	
Cre09.g390957	
Cre09.g388852	
Cre09.g411600	
Cre09.g386875	
Cre09.g405650	
Cre09.g387850	RWP13
Cre09.g411700	
Cre09.g398326	
Cre09.g406700	
Cre09.g400851	
Cre09.g393099	
Cre09.g392050	
Cre09.g386733	
Cre09.g405104	
Cre09.g396957	
Cre09.g393850	MAPKKK2
Cre09.g405550	TIM21
Cre09.g396450	APT3
Cre09.g391912	
Cre09.g396289	
Cre09.g391541	
Cre09.g386756	
Cre09.g404500	SFI1
Cre09.g408428	
Cre09.g394436	
Cre09.g386500	
Cre09.g395843	
Cre09.g396920	
Cre09.g411525	
Cre09.g394050	CPLD19
Cre09.g399626	
Cre09.g389000	
Cre09.g391350	
Cre09.g393802	
Cre09.g399812	
Cre09.g400300	
Cre09.g409801	
Cre09.g398845	
Cre09.g397586	
Cre09.g413650	
Cre09.g401350	
Cre09.g395139	
Cre09.g417150	CAT1
Cre09.g386746	
Cre09.g410600	
Cre09.g407350	
Cre09.g387282	
Cre09.g405300	
Cre09.g416850	
Cre09.g396800	CSE19
Cre09.g391726	
Cre09.g388282	MRPS18
Cre09.g391467	
Cre09.g391801	VSP4
Cre09.g396550	
Cre09.g393050	
Cre09.g416050	AGS1
Cre09.g395251	
Cre09.g406400	CTP3
Cre09.g399252	
Cre09.g387500	OPR38
Cre09.g394600	
Cre09.g393950	FHL2
Cre09.g397105	
Cre09.g404250	CEP9
Cre09.g390450	
Cre09.g392800	
Cre09.g395300	
Cre09.g388356	TBC2
Cre09.g399900	
Cre09.g394450	RBP1
Cre09.g412650	
Cre09.g412000	
Cre09.g410450	ROC15
Cre09.g387250	CSR3
Cre09.g393284	RLS8
Cre09.g397150	
Cre09.g390500	
Cre09.g392467	ATX1
Cre09.g402923	
Cre09.g392023	CSV2
Cre09.g401950	
Cre09.g403750	HAD6
Cre09.g417013	
Cre09.g403600	
Cre09.g411950	
Cre09.g388541	
Cre09.g390986	
Cre09.g404200	
Cre09.g386113	
Cre09.g399100	OPR42
Cre09.g402402	
Cre09.g409325	
Cre09.g399400	FAP199
Cre09.g406983	
Cre09.g386731	
Cre09.g395584	
Cre09.g402050	
Cre09.g413533	
Cre09.g399550	
Cre09.g412880	HSP70F
Cre09.g386744	
Cre09.g388023	
Cre09.g387050	FRK1
Cre09.g406625	
Cre09.g404550	
Cre09.g400108	
Cre09.g393991	
Cre09.g395325	
Cre09.g415450	KIN17-1
Cre09.g389467	OPR8
Cre09.g404050	
Cre09.g394399	
Cre09.g417200	
Cre09.g390801	
Cre09.g414000	
Cre09.g395750	
Cre09.g400590	
Cre09.g411633	
Cre09.g399300	FKB17-1
Cre09.g411850	
Cre09.g402602	
Cre09.g401650	
Cre09.g396028	
Cre09.g408400	
Cre09.g390060	RAA4
Cre09.g389060	
Cre09.g400553	TOR1
Cre09.g397808	
Cre09.g401145	
Cre09.g397438	
Cre09.g410650	HIS1
Cre09.g391753	
Cre09.g387650	
Cre09.g412787	
Cre09.g411200	TEF5
Cre09.g402700	
Cre09.g416900	
Cre09.g399050	
Cre09.g415200	NOM1
Cre09.g392700	CGL39
Cre09.g390300	
Cre09.g395213	
Cre09.g388800	GDH1
Cre09.g415001	
Cre09.g416250	MYO2
Cre09.g397734	CYP744A4
Cre09.g389150	FAP93
Cre09.g397000	
Cre09.g390356	
Cre09.g389809	
Cre09.g398556	
Cre09.g403367	
Cre09.g394850	TEF24
Cre09.g398549	
Cre09.g389902	
Cre09.g398702	
Cre09.g402950	CGL21
Cre09.g407250	FAP270
Cre09.g403151	
Cre09.g398956	
Cre09.g403071	
Cre09.g393953	
Cre09.g408750	
Cre09.g396400	UBQ2
Cre09.g402145	
Cre09.g408800	
Cre09.g386758	ALS1
Cre09.g397450	
Cre09.g407200	
Cre09.g401750	
Cre09.g407650	
Cre09.g386912	
Cre09.g398050	
Cre09.g390689	
Cre09.g417400	
Cre09.g398104	
Cre09.g386155	
Cre09.g396500	HAD3
Cre09.g386143	
Cre09.g390400	
Cre09.g393210	
Cre09.g395350	ASA9
Cre09.g398030	
Cre09.g391986	
Cre09.g409728	
Cre09.g389949	
Cre09.g390700	
Cre09.g394917	
Cre09.g386748	
Cre09.g387504	
Cre09.g402034	
Cre09.g415700	CAH3
Cre09.g392503	
Cre09.g395732	
Cre09.g400812	
Cre09.g404400	
Cre09.g393350	
Cre09.g386700	KIN13-1
Cre09.g412500	
Cre09.g393617	
Cre09.g417401	
Cre09.g386754	
Cre09.g388500	
Cre09.g406900	
Cre09.g415550	ASA2
Cre09.g405701	
Cre09.g404750	SRR2
Cre09.g391652	
Cre09.g402552	NUO11
Cre09.g391393	
Cre09.g417050	
Cre09.g408100	
Cre09.g389541	OPR9
Cre09.g400515	
Cre09.g387150	HSF1
Cre09.g387319	
Cre09.g398300	
Cre09.g400900	
Cre09.g405250	
Cre09.g400650	RPS6
Cre09.g394750	PRPS1
Cre09.g410300	
Cre09.g406250	
Cre09.g396512	OPR12
Cre09.g391500	ATG9
Cre09.g403954	
Cre09.g392655	
Cre09.g386550	
Cre09.g394150	RAA1
Cre09.g396050	
Cre09.g399738	
Cre09.g388875	
Cre09.g400050	
Cre09.g399439	
Cre09.g395917	
Cre09.g401600	
Cre09.g402515	AMX1
Cre09.g416550	MBO2
Cre09.g414416	CYCD4
Cre09.g388430	
Cre09.g400950	NCT2
Cre09.g390678	
Cre09.g393765	LMR1
Cre09.g390152	
Cre09.g393506	HCP3
Cre09.g403150	PWR9
Cre09.g413250	
Cre09.g399476	
Cre09.g387838	
Cre09.g409050	OTU6
Cre09.g405776	
Cre09.g397882	
Cre09.g399363	
Cre09.g394701	
Cre09.g386200	OPR36
Cre09.g408250	EEF1A2
Cre09.g392252	
Cre09.g402304	
Cre09.g413900	
Cre09.g415250	
Cre09.g404503	SFI1
Cre09.g387097	
Cre09.g402200	
Cre09.g402997	
Cre09.g391060	
Cre09.g401515	
Cre09.g414100	
Cre09.g398150	EYA1
Cre09.g409150	QCR10
Cre09.g387800	FER1
Cre09.g400750	AMT5
Cre09.g389319	
Cre09.g401367	
Cre09.g390912	
Cre09.g413000	
Cre09.g395399	
Cre09.g395600	
Cre09.g412100	PSAF
Cre09.g402450	
Cre09.g386986	
Cre09.g404650	
Cre09.g399701	
Cre09.g405150	PUS1
Cre09.g403900	FAP294
Cre09.g397253	
Cre09.g402404	
Cre09.g392393	
Cre09.g397660	
Cre09.g413100	
Cre09.g401100	
Cre09.g407100	MRPS5
Cre09.g416000	
Cre09.g392106	
Cre09.g389550	DNJ13
Cre09.g410950	NIT1
Cre09.g388100	
Cre09.g389801	
Cre09.g395510	
Cre09.g397300	
Cre09.g396139	
Cre09.g395650	
Cre09.g399030	HPD2
Cre09.g406600	
Cre09.g394621	
Cre09.g413132	
Cre09.g409426	
Cre09.g413150	
Cre09.g416450	
Cre09.g387689	FAP76
Cre09.g413500	
Cre09.g390600	
Cre09.g389600	
Cre09.g410000	
Cre09.g400145	
Cre09.g398652	
Cre09.g416800	
Cre09.g399141	
Cre09.g390282	
Cre09.g402182	
Cre09.g412400	
Cre09.g406800	SPC18
Cre09.g405350	
Cre09.g400960	
Cre09.g408000	
Cre09.g391319	
Cre09.g398100	
Cre09.g398350	
Cre09.g386750	HSP90A
Cre09.g396850	
Cre09.g400400	
Cre09.g403400	
Cre09.g393800	
Cre09.g395450	
Cre09.g388400	RAT1
Cre09.g388652	
Cre09.g386738	
Cre09.g412175	
Cre09.g390171	
Cre09.g414850	
Cre09.g392729	mtf2
Cre09.g414550	CSR7
Cre09.g390603	
Cre09.g401551	
Cre09.g387245	
Cre09.g388504	
Cre09.g394200	FAP102
Cre09.g393150	FOX1
Cre09.g394176	
Cre09.g410350	
Cre09.g387350	CYG30
Cre09.g406500	
Cre09.g411975	
Cre09.g397803	
Cre09.g407016	
Cre09.g413700	
Cre09.g386743	
Cre09.g393250	
Cre09.g401589	
Cre09.g391600	MEP1
Cre09.g390050	MOL1
Cre09.g393654	
Cre09.g389393	
Cre09.g397290	
Cre09.g393432	
Cre09.g392803	
Cre09.g417100	
Cre09.g391352	
Cre09.g390250	
Cre09.g386950	
Cre09.g408650	
Cre09.g389726	
Cre09.g387430	
Cre09.g401775	
Cre09.g399886	
Cre09.g388050	
Cre09.g398252	
Cre09.g399150	
Cre09.g396150	
Cre09.g391875	
Cre09.g402626	
Cre09.g404903	
Cre09.g411300	
Cre09.g394732	CEP131
Cre09.g402108	
Cre09.g394769	
Cre09.g396624	
Cre09.g388060	VDR1
Cre09.g394991	
Cre09.g395658	
Cre09.g400500	
Cre09.g395102	
Cre09.g397956	ELG40
Cre09.g413800	
Cre09.g404552	
Cre09.g390134	
Cre09.g416700	
Cre09.g407801	AKC1
Cre09.g387393	
Cre09.g393839	
Cre09.g387900	
Cre09.g401400	
Cre09.g386350	
Cre09.g392652	
Cre09.g393300	
Cre09.g399067	
Cre09.g405850	NUO7
Cre09.g392134	
Cre09.g394550	RPPK2
Cre09.g415750	MFT8
Cre09.g414600	
Cre09.g401900	
Cre09.g396252	GSR2
Cre09.g392654	
Cre09.g410100	
Cre09.g412350	
Cre09.g392208	
Cre09.g401849	
Cre09.g413750	
Cre09.g392579	OPR10
Cre09.g399589	
Cre09.g389400	
Cre09.g388353	PHC34
Cre09.g416100	DNJ11
Cre09.g409901	PHC57
Cre09.g389245	
Cre09.g410900	NAR2
Cre09.g402350	
Cre09.g406416	
Cre09.g393136	
Cre09.g407450	
Cre09.g402330	
Cre09.g404904	
Cre09.g410800	NRT2.2
Cre09.g395065	
Cre09.g397142	TRP15
Cre09.g414150	
Cre09.g399916	
Cre09.g395900	CSV3
Cre09.g413141	
Cre09.g386741	
Cre09.g400312	
Cre09.g400367	
Cre09.g403800	DHC14
Cre09.g395500	HEATR2
Cre09.g414650	
Cre09.g393395	
Cre09.g402650	
Cre09.g393100	
Cre09.g389875	PDE7
Cre09.g408500	
Cre09.g391578	
Cre09.g391245	ATG1
Cre09.g402960	
Cre09.g399289	
Cre09.g396100	PHC15
Cre09.g387171	RHM1
Cre09.g387763	
Cre09.g392251	
Cre09.g406200	PRORS1
Cre09.g395200	
Cre09.g390467	CGL66
Cre09.g396650	PAT2
Cre09.g416950	MKP1
Cre09.g401050	
Cre09.g406550	RPP40
Cre09.g405950	
Cre09.g386755	
Cre09.g399250	KIR1
Cre09.g412050	
Cre09.g398850	
Cre09.g397098	
Cre09.g398750	
Cre09.g407900	
Cre09.g403300	
Cre09.g416350	
Cre09.g404000	CPLD59
Cre09.g394288	
Cre09.g413075	
Cre09.g412600	CYG52
Cre09.g386850	
Cre09.g402663	
Cre09.g389838	
Cre09.g389050	MAW4
Cre09.g390949	FAP140
Cre09.g400000	
Cre09.g395925	
Cre09.g412150	PPR11
Cre09.g388763	
Cre09.g389750	
Cre09.g400850	CTL4
Cre09.g392914	
Cre09.g417176	
Cre09.g392500	
Cre09.g396698	
Cre09.g397250	FAD5A
Cre09.g386161	
Cre09.g405050	ATPVD2
Cre09.g388912	
Cre09.g399908	
Cre09.g397900	
Cre09.g411751	
Cre09.g390850	
Cre09.g408950	
Cre09.g400293	
Cre09.g403256	
Cre09.g401034	
Cre09.g398808	
Cre09.g408150	
Cre09.g400701	
Cre09.g397401	
Cre09.g408900	
Cre09.g388850	FAP329
Cre09.g399849	
Cre09.g388600	
Cre09.g413350	
Cre09.g389300	
Cre09.g393900	GCH2
Cre09.g390652	
Cre09.g390900	
Cre09.g399914	SSA8
Cre09.g407110	
Cre09.g415900	MOT20
Cre09.g387502	
Cre09.g394584	GID2
Cre09.g398697	
Cre09.g388134	
Cre09.g398178	
Cre09.g392988	
Cre09.g386119	
Cre09.g386736	FAP44
Cre09.g388900	TEH10
Cre09.g396994	
Cre09.g397850	
Cre09.g409700	
Cre09.g399923	
Cre09.g394251	PF16
Cre09.g405100	
Cre09.g391134	
Cre09.g391450	HCP1
Cre09.g402812	
Cre09.g388351	PHC32
Cre09.g397068	
Cre09.g388200	RPL10
Cre09.g393580	
Cre09.g416616	
Cre09.g396300	PPX1
Cre09.g392950	tmg12
Cre09.g409300	
Cre09.g391504	
Cre09.g389900	HRP4
Cre09.g405000	
Cre09.g400250	
Cre09.g408825	
Cre09.g411500	URN4
Cre09.g390541	
Cre09.g391370	
Cre09.g391763	
Cre09.g395880	
Cre09.g398141	
Cre09.g410200	
Cre09.g397623	
Cre09.g391430	
Cre09.g399551	
Cre09.g388245	
Cre09.g393550	
Cre09.g408464	
Cre09.g398882	DLI1
Cre09.g394473	LCI9
Cre09.g415650	FAP351
Cre09.g395176	
Cre09.g398051	
Cre09.g390200	
Cre09.g401300	
Cre09.g387200	CYG28
Cre09.g388986	
Cre09.g407550	
Cre09.g386739	
Cre09.g391550	
Cre09.g396200	CSV4
Cre09.g391901	
Cre09.g387550	CGL142
Cre09.g402400	
Cre09.g410700	MDN5
Cre09.g414800	
Cre09.g388578	
Cre09.g394350	NUP155
Cre09.g403550	FVS1
Cre09.g401219	
Cre09.g401330	
Cre09.g411100	RPS10
Cre09.g392850	
Cre09.g399950	
Cre09.g403182	
Cre09.g396326	
Cre09.g406350	
Cre09.g392300	
Cre09.g403200	FAP198
Cre09.g397702	
Cre09.g411900	SHMT3
Cre09.g398623	
Cre09.g399600	
Cre09.g412676	
Cre09.g388319	
Cre09.g402051	CLV4
Cre09.g397550	
Cre09.g392060	ZIP4
Cre09.g396694	CSB35
Cre09.g412850	
Cre09.g389356	
Cre09.g386949	
Cre09.g400775	ISCA1
Cre09.g412550	
Cre09.g386476	
Cre09.g413600	
Cre09.g400219	
Cre09.g389171	
Cre09.g403700	
Cre09.g393321	CSR12
Cre09.g401923	
Cre09.g398950	CSB37
Cre09.g389023	
Cre09.g402886	
Cre09.g398450	
Cre09.g414350	
Cre09.g390550	
Cre09.g398200	
Cre09.g411666	
Cre09.g400800	
Cre09.g415100	ELG25
Cre09.g414250	ALG8
Cre09.g386734	
Cre09.g406050	PYR7
Cre09.g404351	
Cre09.g392505	
Cre09.g392319	VSP6
Cre09.g401738	
Cre09.g391023	
Cre09.g412250	
Cre09.g417250	ELG27
Cre09.g406750	
Cre09.g396065	ALK5
Cre09.g402900	
Cre09.g389503	
Cre09.g394028	
Cre09.g397100	
Cre09.g401000	SNE3
Cre09.g399910	
Cre09.g390393	
Cre09.g391650	HCP4
Cre09.g415400	
Cre09.g393876	
Cre09.g396735	
Cre09.g404850	
Cre09.g401301	
Cre09.g389615	
Cre09.g389851	
Cre09.g395800	
Cre09.g395806	
Cre09.g408051	
Cre09.g392400	SEC24C
Cre09.g390875	
Cre09.g401108	
Cre09.g399960	
Cre09.g389200	UMM8
Cre09.g397549	
Cre09.g386650	ANT1
Cre09.g388801	
Cre09.g400150	
Cre09.g400849	
Cre09.g398401	
Cre09.g398289	
Cre09.g394843	
Cre09.g400550	NOA1
Cre09.g410400	
Cre09.g399215	FAP341
Cre09.g400478	DIV31
Cre09.g397701	
Cre09.g391000	
Cre09.g402293	
Cre09.g391208	PSRP4
Cre09.g399552	LCR1
Cre09.g386838	
Cre09.g386752	
Cre09.g402738	
Cre09.g405600	SFT1
Cre09.g395050	
Cre09.g393062	
Cre09.g396475	
Cre09.g403404	
Cre09.g416300	
Cre09.g386759	
Cre09.g387652	
Cre09.g388372	RAT2
Cre09.g391949	
Cre09.g387541	
Cre09.g387615	
Cre09.g394954	
Cre09.g401960	
Cre09.g387875	IPY3
Cre09.g409850	
Cre09.g389986	
Cre09.g392504	
Cre09.g390430	
Cre09.g404800	
Cre09.g393450	FAP233
Cre09.g395695	
Cre09.g399907	
Cre09.g390245	
Cre09.g415950	PRPL6
Cre09.g406950	
Cre09.g414900	ELG41
Cre09.g405400	PFP3
Cre09.g386742	
Cre09.g402478	
Cre09.g401550	
Cre09.g387100	CGL12
Cre09.g387208	
Cre09.g402589	
Cre09.g393025	
Cre09.g404350	
Cre09.g412450	RAD21
Cre09.g396451	GOX15
Cre09.g401997	
Cre09.g392766	
Cre09.g397700	
Cre09.g387300	
Cre09.g394065	
Cre09.g391356	
Cre09.g396750	CSE18
Cre09.g415600	
Cre09.g393543	HCP2
Cre09.g392750	
Cre09.g393691	KDG4
Cre09.g403955	
Cre09.g401071	
Cre09.g401404	
Cre09.g401663	
Cre09.g390763	FAP354
Cre09.g410250	
Cre09.g414050	
Cre09.g413300	
Cre09.g401626	
Cre09.g403450	
Cre09.g388355	PHC33
Cre09.g392692	
Cre09.g399997	
Cre09.g387023	
Cre09.g396586	
Cre09.g415150	
Cre09.g394880	
Cre09.g391353	
Cre09.g395954	
Cre09.g396587	
Cre09.g393650	
Cre09.g390100	
Cre09.g393728	
Cre09.g394800	MCP16
Cre09.g410150	
Cre09.g398215	
Cre09.g388393	ELG13
Cre09.g387951	
Cre09.g399200	
Cre09.g389504	
Cre09.g394000	
Cre09.g408350	
Cre09.g386107	
Cre09.g400600	
Cre09.g400330	ALK6
Cre09.g400071	
Cre09.g415500	TCA1
Cre09.g386732	
Cre09.g412910	
Cre09.g411450	DAP1
Cre09.g409100	UROS1
Cre09.g417025	
Cre09.g391100	
Cre09.g410500	PAP11
Cre09.g403950	
Cre09.g413566	
Cre09.g398919	
Cre09.g391097	RPL24
Cre09.g400200	
Cre09.g411876	
Cre09.g392430	
Cre09.g389430	
Cre09.g412300	TIM16
Cre09.g395991	
Cre09.g388750	TEF21
Cre09.g395288	
Cre09.g386745	
Cre09.g391700	
Cre09.g415240	
Cre09.g390097	
Cre09.g400182	
Cre09.g394362	
Cre09.g395700	
Cre09.g399073	
Cre09.g413114	
Cre09.g397002	
Cre09.g405750	CAH8
Cre09.g404201	PHC30
Cre09.g389097	
Cre09.g412940	
Cre09.g386751	
Cre09.g397845	
Cre09.g413475	
Cre09.g394900	
Cre09.g401256	
Cre09.g403330	
Cre09.g407300	
Cre09.g391050	
Cre09.g400886	
Cre09.g399650	
Cre09.g416750	CCT2
Cre09.g390578	FAP11
Cre09.g394139	
Cre09.g399775	
Cre09.g401700	
Cre09.g386149	
Cre09.g393954	FAP106
Cre09.g389500	
Cre09.g403441	
Cre09.g409350	RLI1
Cre09.g403145	
Cre09.g399104	
Cre09.g402601	
Cre09.g386250	
Cre09.g408700	
Cre09.g397500	
Cre09.g411150	
Cre09.g393200	HSP70C
Cre09.g406650	
Cre09.g407600	
Cre09.g395547	
Cre09.g386730	
Cre09.g403000	PAP9
Cre09.g388150	MRPL36
Cre09.g399350	
Cre09.g387600	
Cre09.g398900	GP1
Cre09.g398550	
Cre09.g392000	
Cre09.g416500	CGL151
Cre09.g411250	
Cre09.g404900	
Cre09.g393000	CSR6
Cre09.g408676	
Cre09.g398400	TRP5
Cre09.g393551	
Cre09.g390350	
Cre09.g397800	
Cre09.g395400	
Cre09.g403350	
Cre09.g415850	CAG3
Cre09.g403050	DSP6
Cre09.g410332	
Cre09.g394250	
Cre09.g401478	
Cre09.g401812	
Cre09.g389912	
Cre09.g400034	
Cre09.g391282	XYT1
Cre09.g393358	
Cre09.g398555	
Cre09.g386300	CSB34
Cre09.g411350	
Cre09.g395028	
Cre09.g404450	MCP24
Cre09.g417037	
Cre09.g396661	DIV39
Cre09.g387400	POLZ1
Cre09.g401500	BSD3
Cre09.g397475	
Cre09.g395621	
Cre09.g403650	
Cre09.g398512	
Cre09.g393247	
Cre09.g398983	
Cre09.g386740	
Cre09.g394213	DLT4
Cre09.g390208	
Cre09.g390000	
Cre09.g401552	
Cre09.g408600	
Cre09.g390726	
Cre09.g406851	
Cre09.g388450	ELG29
Cre09.g416200	MBB1
Cre09.g394100	AP1S1
Cre09.g392650	MOT39
Cre09.g386737	
Cre09.g386900	RAB18
Cre09.g398475	
Cre09.g396401	UPM1
Cre09.g392840	
Cre09.g413200	
Cre09.g388000	CDKD1
Cre09.g413950	EFH6
Cre09.g406448	
Cre09.g396000	NRT2.3
Cre09.g397697	RPL4
Cre09.g398250	
Cre09.g407700	CEP1
Cre09.g388467	GDI1
Cre09.g393400	VTE4
Cre09.g406300	
Cre09.g400450	
Cre09.g414482	
Cre09.g387467	
Cre09.g394102	GUK2
Cre09.g387986	
Cre09.g386125	
Cre09.g417350	
Cre09.g402071	
Cre09.g405500	MLD1
Cre09.g394806	
Cre09.g388097	OEP80
Cre09.g407950	
Cre09.g387000	CGL34
Cre09.g388838	
Cre09.g388700	
Cre09.g399915	
Cre09.g397771	OPR117
Cre09.g391689	
Cre09.g389689	ASD1
Cre09.g404100	CLV3
Cre09.g391171	
Cre09.g392616	
Cre09.g401182	CGL153
Cre09.g402150	
Cre09.g389650	
Cre09.g392105	
Cre09.g390504	
Cre09.g405800	
Cre09.g389100	GOT1
Cre09.g386173	
Cre09.g407150	
Cre09.g395362	
Cre09.g394695	
Cre09.g397031	
Cre09.g409650	
Cre09.g400627	
Cre09.g395473	
Cre09.g415300	
Cre09.g407373	
Cre09.g408300	
Cre09.g390023	CRR1
Cre09.g410050	
Cre09.g405200	MRPL13
Cre09.g392867	FMG2
Cre09.g399402	
Cre09.g400100	
Cre09.g396846	
Cre09.g399663	FXL7
Cre09.g387060	
Cre09.g403034	
Cre09.g395550	
Cre09.g399601	
Cre09.g402100	
Cre09.g397327	
Cre09.g389350	
Cre09.g409200	
Cre09.g389282	FAP114
Cre09.g413400	
Cre09.g402500	ATPVA2
Cre09.g404700	
Cre09.g407050	MMP24
Cre09.g389763	HPAT4
Cre09.g402441	
Cre09.g402219	LCI3
Cre09.g386757	
Cre09.g386753	
Cre09.g399000	
Cre09.g395950	AOX1
Cre09.g399178	CSN5
Cre09.g397350	XPD3
Cre09.g402750	COG2
Cre09.g387700	
Cre09.g388689	
Cre09.g397919	
Cre09.g412201	
Cre09.g395646	
Cre09.g409750	CAX2
Cre09.g387912	FAP139
Cre09.g403108	
Cre09.g405105	
Cre09.g401800	
Cre09.g395100	MKP4
Cre09.g412750	
Cre09.g390750	ELG24
Cre09.g413425	
Cre09.g397400	
Cre09.g411050	
Cre09.g402849	
Cre09.g397050	
Cre09.g398067	FKB62
Cre09.g397052	
Cre09.g398734	
Cre09.g394658	LCI28
Cre09.g386137	
Cre09.g409550	
Cre09.g409500	
Cre09.g404950	
Cre09.g398993	HPD1
Cre09.g396809	
Cre30.g758197	
Cre30.g758297	
Cre30.g757997	
Cre30.g758247	
Cre30.g758147	
Cre30.g758097	
Cre30.g758047	
Cre31.g758447	CSU8
Cre31.g758347	
Cre31.g758497	
Cre31.g758397	
Cre40.g760247	
Cre40.g760147	
Cre40.g760197	
Cre35.g759447	
Cre35.g759347	
Cre35.g759397	
Cre35.g759297	
Cre35.g759497	
Cre35.g759247	SRR5
Cre33.g758847	
Cre33.g758997	
Cre33.g758897	
Cre33.g759047	
Cre33.g758947	CSR11
Cre17.g705750	
Cre17.g716451	
Cre17.g715350	
Cre17.g715400	
Cre17.g703700	SCLB1
Cre17.g746497	
Cre17.g712771	
Cre17.g727900	
Cre17.g741700	KIL22
Cre17.g731450	
Cre17.g731700	FMO2
Cre17.g739050	
Cre17.g728700	
Cre17.g731500	FAP394
Cre17.g712742	
Cre17.g747297	FAP37
Cre17.g702850	CAV5
Cre17.g719651	
Cre17.g737800	
Cre17.g719500	AOF9
Cre17.g696300	
Cre17.g709900	
Cre17.g726526	
Cre17.g698903	
Cre17.g724500	
Cre17.g720850	
Cre17.g713600	SUB13
Cre17.g737250	EFG5
Cre17.g742050	
Cre17.g719750	
Cre17.g697900	
Cre17.g739466	
Cre17.g700300	CGL22
Cre17.g715653	
Cre17.g724276	
Cre17.g717350	TRI1
Cre17.g701050	
Cre17.g707350	
Cre17.g729400	
Cre17.g722500	
Cre17.g729900	
Cre17.g739650	MFT1
Cre17.g711700	HTA30
Cre17.g736400	SCC3
Cre17.g703976	
Cre17.g704100	
Cre17.g733752	
Cre17.g712000	SRS11
Cre17.g697200	
Cre17.g734050	
Cre17.g708800	GSH2
Cre17.g706300	XPD1
Cre17.g738632	
Cre17.g704802	
Cre17.g730400	
Cre17.g699100	TGL20
Cre17.g696400	CLPS1
